Timestamp,Pressure (kPa),Voltage (V),Vehicle State,Fault Type
01:15.5,63.66034614,0,Wide Open Throttle,Wiring Issue
17:33.9,114.1652868,2.981265069,Engine OFF,Power Supply Issue
14:16.9,12.3737995,1.286816313,Acceleration,Normal
29:26.9,110.0858613,4.294780534,Engine OFF,Normal
25:28.3,76.93042733,2.550782707,Acceleration,Normal
22:46.5,73.88059287,3.026919961,Acceleration,Normal
22:48.1,106.8304863,3.850621782,Engine OFF,Normal
03:22.8,107.9779863,0.27635092,Throttle Release,Sensor Fault
32:45.0,36.61400976,0.55680458,Idle,Normal
55:57.3,10.46686347,2.041790094,Throttle Release,Normal
59:48.7,106.1708275,5,Engine OFF,Power Supply Issue
30:30.3,68.50335653,2.109128675,Acceleration,Normal
41:30.9,98.79353322,3.794137819,Idle,Normal
58:07.8,90.05936723,4.020025374,Wide Open Throttle,Wiring Issue
41:41.8,18.55011096,0.36745026,Throttle Release,Wiring Issue
25:16.7,113.2859311,4.04436357,Engine OFF,Normal
57:01.8,98.89488554,5,Acceleration,Power Supply Issue
29:54.0,48.74606571,1.902781874,Idle,Normal
12:56.5,116.6797447,4.15745776,Engine OFF,Normal
13:08.9,111.6836116,2.19630775,Engine OFF,Normal
02:11.5,71.15027561,5,Wide Open Throttle,Power Supply Issue
00:15.5,26.6133552,4.86356165,Engine OFF,Sensor Fault
23:46.9,108.2614275,3.479914406,Engine OFF,Power Supply Issue
49:30.3,64.70881151,1.420435893,Acceleration,Normal
55:10.9,105.0178218,5,Acceleration,Power Supply Issue
19:12.3,19.91906138,1.984062704,Idle,Normal
23:52.5,69.04084462,2.981935166,Acceleration,Normal
58:38.5,114.1853613,3.917258751,Engine OFF,Sensor Fault
30:32.3,91.95301596,2.164488246,Idle,Normal
15:58.2,78.66464718,2.488220632,Idle,Normal
24:10.9,59.22996391,1.673074844,Acceleration,Normal
56:29.5,17.32073868,0.766067397,Throttle Release,Wiring Issue
29:37.5,96.22277111,1.53177954,Wide Open Throttle,Normal
26:36.3,9.082019387,0.744776041,Throttle Release,Normal
02:48.9,20.44933934,0.328973966,Throttle Release,Sensor Fault
01:04.6,21.27260844,4.719080497,Throttle Release,Sensor Fault
03:36.7,98.59756923,5,Engine OFF,Power Supply Issue
26:28.7,109.1405134,3.623520999,Wide Open Throttle,Normal
27:43.9,79.82173122,3.835887349,Engine OFF,Normal
02:07.6,73.97908694,0.20106985,Acceleration,Wiring Issue
02:11.6,22.69953546,4.087100208,Throttle Release,Sensor Fault
00:47.9,86.74096773,0,Wide Open Throttle,Wiring Issue
17:13.0,59.87036077,2.354836416,Acceleration,Normal
32:03.4,60.48358317,3.709414178,Throttle Release,Normal
35:20.9,106.4257514,4.574551409,Engine OFF,Normal
14:08.9,80.39073026,2.66311589,Acceleration,Normal
12:52.6,84.63069663,3.51001698,Wide Open Throttle,Normal
54:06.5,4.96385746,1.00124337,Throttle Release,Normal
25:22.6,36.66564249,3.195494873,Idle,Normal
31:48.1,84.91554127,3.250183687,Wide Open Throttle,Normal
47:11.5,111.5840465,4.650134985,Engine OFF,Normal
33:29.6,17.61686257,1.056380283,Throttle Release,Normal
43:14.1,10.81848988,0.691832737,Throttle Release,Normal
52:04.0,24.0181805,1.133660896,Throttle Release,Normal
00:14.3,79.78194469,0.202461393,Acceleration,Wiring Issue
30:27.2,117.709022,4.646287385,Engine OFF,Normal
42:17.2,22.45042093,0.343409285,Throttle Release,Normal
55:42.6,79.30532612,0.464170603,Wide Open Throttle,Wiring Issue
46:19.2,101.1994503,4.648249856,Wide Open Throttle,Normal
58:49.9,45.18992767,0.050123866,Acceleration,Wiring Issue
18:28.2,119.0413132,4.317653952,Engine OFF,Power Supply Issue
28:59.8,56.00929442,2.593577963,Acceleration,Normal
44:14.3,16.85666734,0.271404828,Throttle Release,Sensor Fault
38:35.8,41.15568962,2.903838346,Acceleration,Normal
44:59.5,112.5360119,4.030975938,Engine OFF,Normal
57:08.4,15.91136529,0.056795159,Throttle Release,Wiring Issue
21:17.5,29.65930506,3.058669036,Acceleration,Normal
25:56.5,12.8230091,1.128981702,Throttle Release,Normal
59:24.6,98.28920572,0.184916679,Wide Open Throttle,Wiring Issue
15:42.4,37.68093145,1.812689532,Idle,Normal
59:10.3,76.51274397,0,Wide Open Throttle,Wiring Issue
26:49.6,44.80523603,2.469585491,Throttle Release,Normal
15:28.6,74.31509221,2.988199577,Acceleration,Normal
37:20.2,46.19407427,1.003996639,Idle,Normal
02:57.9,93.38245593,0.130123999,Throttle Release,Wiring Issue
25:40.8,50.2664114,0.776937847,Idle,Normal
02:02.1,29.87096108,5,Acceleration,Power Supply Issue
23:12.9,110.1990011,4.301468044,Engine OFF,Normal
01:02.7,36.74997042,5,Acceleration,Power Supply Issue
04:01.3,43.31814114,5,Engine OFF,Power Supply Issue
01:26.9,47.77192708,5,Acceleration,Power Supply Issue
28:46.7,24.31184327,2.6083827,Throttle Release,Normal
19:41.7,41.85598972,0.683366023,Idle,Normal
47:48.6,115.4978843,2.911423079,Engine OFF,Normal
14:10.2,82.95411989,3.138223199,Wide Open Throttle,Normal
28:58.3,83.13683462,1.292250474,Acceleration,Normal
02:46.1,13.00271633,0.802246127,Throttle Release,Sensor Fault
03:59.5,71.10245554,5,Wide Open Throttle,Power Supply Issue
32:46.1,72.00829477,3.112599663,Acceleration,Normal
24:37.1,29.07373481,2.143788989,Acceleration,Normal
27:14.7,47.83467903,0.649311198,Idle,Normal
34:41.2,59.80264711,2.350049452,Acceleration,Normal
00:13.0,7.684381819,0.101720106,Throttle Release,Wiring Issue
01:00.4,85.0325979,0.053217149,Acceleration,Wiring Issue
40:10.7,44.22544375,0.765251193,Idle,Normal
02:26.6,87.58925076,0.294927304,Acceleration,Wiring Issue
18:24.7,29.43922803,0.200603436,Idle,Normal
02:06.4,84.66911205,0.26879994,Throttle Release,Wiring Issue
35:47.4,18.18265017,1.683502739,Throttle Release,Wiring Issue
05:17.1,19.72979785,0.031158356,Engine OFF,Sensor Fault
15:09.7,48.31014322,2.975026883,Acceleration,Normal
58:45.3,78.56651245,0.639752589,Wide Open Throttle,Wiring Issue
31:46.2,45.17678641,3.108646255,Acceleration,Normal
55:23.5,55.48641177,5,Wide Open Throttle,Power Supply Issue
28:02.7,22.63230626,1.620541687,Idle,Normal
40:01.7,40.21444209,3.066943035,Acceleration,Normal
23:18.0,65.40026034,1.307483013,Acceleration,Normal
57:49.9,81.09234123,0,Acceleration,Wiring Issue
48:37.4,119.0413132,4.00249291,Engine OFF,Sensor Fault
50:05.6,83.78380824,4.621404068,Engine OFF,Power Supply Issue
00:25.9,59.46191903,5,Wide Open Throttle,Power Supply Issue
36:51.1,47.72245096,3.198035826,Acceleration,Normal
33:00.3,87.34450633,3.904190282,Wide Open Throttle,Normal
27:27.6,53.37102972,3.232493566,Acceleration,Normal
02:29.7,41.10829352,0,Acceleration,Wiring Issue
57:23.6,66.94228742,0,Wide Open Throttle,Wiring Issue
58:53.9,31.67448569,5,Acceleration,Power Supply Issue
34:16.6,113.6522162,4.12837105,Wide Open Throttle,Normal
19:05.2,80.65588508,3.797375793,Wide Open Throttle,Normal
25:52.1,96.7450212,4.400651197,Engine OFF,Normal
05:16.2,71.61343751,0,Wide Open Throttle,Wiring Issue
02:34.1,44.40614626,0.066320192,Wide Open Throttle,Wiring Issue
15:44.6,48.32073056,2.526815228,Acceleration,Normal
56:38.0,104.276281,5,Engine OFF,Power Supply Issue
49:15.2,62.31248146,2.549730186,Engine OFF,Normal
43:51.9,89.38027683,4.203666798,Wide Open Throttle,Normal
31:44.2,16.21834092,1.510882972,Throttle Release,Normal
59:27.3,40.06584006,5,Engine OFF,Power Supply Issue
55:02.1,90.59929092,0.543013463,Engine OFF,Wiring Issue
46:53.7,70.37479416,4.41424372,Engine OFF,Normal
47:44.6,108.3501215,4.15742567,Engine OFF,Normal
15:42.9,72.24551829,1.667620773,Acceleration,Normal
31:04.9,96.90472263,4.710928391,Idle,Normal
24:08.4,39.38488395,2.50668888,Acceleration,Normal
28:04.9,45.85207459,1.104892387,Acceleration,Normal
56:11.2,79.18694127,5,Wide Open Throttle,Power Supply Issue
26:39.8,104.9309035,4.353646123,Acceleration,Normal
29:48.9,42.68141105,3.565642738,Acceleration,Normal
05:22.3,25.73472729,0.243014704,Acceleration,Wiring Issue
28:43.3,54.55060836,2.151951993,Acceleration,Normal
21:08.5,69.32007835,2.452139608,Acceleration,Normal
51:19.5,19.61487226,2.952100697,Idle,Normal
38:17.6,33.68184743,1.696328981,Idle,Normal
45:25.7,17.37820078,0.082550045,Throttle Release,Sensor Fault
02:19.9,63.96916113,0,Acceleration,Wiring Issue
23:53.3,90.92576022,2.675317952,Acceleration,Normal
52:20.1,8.721231681,0,Throttle Release,Power Supply Issue
12:23.1,25.76191678,3.796777894,Idle,Normal
18:28.8,80.82196435,4.737030249,Wide Open Throttle,Normal
14:34.3,19.31419886,1.245228253,Idle,Normal
30:25.1,10.72706955,0.350612646,Throttle Release,Normal
12:23.1,54.93235187,2.494170722,Acceleration,Normal
48:13.4,22.78213351,1.239342527,Throttle Release,Normal
59:40.6,46.18684635,5,Engine OFF,Power Supply Issue
48:54.0,40.07118339,1.015685226,Idle,Normal
02:22.7,116.2814317,0.63240953,Acceleration,Wiring Issue
05:06.1,71.9323943,0.009631814,Wide Open Throttle,Wiring Issue
06:11.1,98.5634513,5,Engine OFF,Power Supply Issue
55:43.7,113.4266038,3.953167011,Engine OFF,Power Supply Issue
02:01.9,88.95553892,0,Wide Open Throttle,Wiring Issue
46:51.9,54.74600659,2.797787035,Acceleration,Normal
03:45.0,76.75805986,0.028968711,Throttle Release,Wiring Issue
57:44.6,83.66972729,0.07304247,Wide Open Throttle,Wiring Issue
01:32.4,78.4290118,4.124152008,Wide Open Throttle,Wiring Issue
22:40.8,83.86117599,4.185683432,Acceleration,Normal
26:26.4,92.60499123,3.919091365,Wide Open Throttle,Normal
02:02.4,92.26593691,0,Wide Open Throttle,Wiring Issue
51:44.3,114.1968205,3.558100247,Idle,Normal
22:16.4,66.10865178,3.567706486,Wide Open Throttle,Normal
43:38.0,112.8904261,4.042828159,Engine OFF,Power Supply Issue
00:26.0,107.8109249,0.23205138,Throttle Release,Sensor Fault
35:45.0,18.0251645,0.74652001,Throttle Release,Sensor Fault
32:45.3,83.04590542,2.347095364,Acceleration,Normal
25:19.0,17.97161727,2.565311668,Idle,Normal
02:16.8,21.04290986,4.75527531,Throttle Release,Sensor Fault
20:14.7,35.11330225,2.326674198,Wide Open Throttle,Normal
25:01.9,12.9537261,0.414646207,Throttle Release,Wiring Issue
58:00.6,67.65292445,0,Wide Open Throttle,Wiring Issue
58:47.7,58.38291106,5,Acceleration,Power Supply Issue
33:07.0,80.25152931,1.828006476,Wide Open Throttle,Normal
22:20.3,20.42213825,3.423851908,Engine OFF,Normal
24:04.4,62.73552705,1.633176624,Acceleration,Normal
38:58.6,94.9415215,3.745164531,Wide Open Throttle,Normal
58:56.0,19.19830211,5,Throttle Release,Sensor Fault
30:30.0,83.46298273,4.128513904,Acceleration,Normal
15:49.3,102.4891372,1.80113046,Throttle Release,Normal
33:32.1,104.9998113,4.160137207,Engine OFF,Sensor Fault
19:14.9,42.28666428,2.723806506,Acceleration,Normal
39:37.5,84.35842026,4.102234077,Acceleration,Normal
32:35.8,112.475137,3.115214353,Engine OFF,Power Supply Issue
31:53.9,110.8687087,2.718497122,Engine OFF,Normal
44:45.7,97.02130107,3.849689951,Wide Open Throttle,Wiring Issue
57:50.2,87.8813577,0.327351786,Wide Open Throttle,Wiring Issue
57:33.8,21.57858875,0.230234526,Throttle Release,Wiring Issue
57:29.8,51.60925069,5,Acceleration,Power Supply Issue
33:54.9,90.26185692,3.840035008,Wide Open Throttle,Normal
59:32.1,109.0070648,5,Acceleration,Power Supply Issue
23:48.5,119.0413132,4.225717796,Engine OFF,Normal
31:06.5,72.09779399,3.351281014,Wide Open Throttle,Normal
26:06.9,52.68819028,1.545176371,Idle,Normal
54:34.3,13.31013222,0.211110872,Throttle Release,Power Supply Issue
46:27.8,82.95566056,3.2860138,Acceleration,Normal
39:52.2,16.77594578,0.645396191,Throttle Release,Normal
17:35.2,110.4707968,3.441608551,Engine OFF,Normal
19:39.0,20.62847915,3.359734282,Idle,Normal
27:43.8,61.00278925,4.512987715,Wide Open Throttle,Normal
50:57.0,14.70867741,0,Throttle Release,Wiring Issue
04:36.7,28.94265799,0.374621248,Throttle Release,Sensor Fault
26:59.1,13.62370108,0.849409602,Throttle Release,Normal
14:31.7,69.12457795,1.410487085,Acceleration,Normal
01:29.8,18.10781167,0.493745348,Throttle Release,Sensor Fault
03:41.8,11.70487574,0,Throttle Release,Sensor Fault
03:41.0,43.54791317,5,Wide Open Throttle,Power Supply Issue
56:41.1,86.05079264,0.168627806,Idle,Wiring Issue
29:06.0,83.03794397,3.756553015,Acceleration,Normal
28:22.4,5.5818112,1.683451786,Throttle Release,Normal
23:05.8,96.63627467,1.93184822,Engine OFF,Normal
02:05.5,75.05514581,3.472389327,Wide Open Throttle,Wiring Issue
02:00.8,103.1610553,5,Acceleration,Power Supply Issue
30:03.4,39.7130942,2.82797046,Idle,Normal
12:23.1,111.1720671,4.051063716,Engine OFF,Power Supply Issue
27:34.6,34.11655591,1.125518603,Idle,Normal
15:37.4,24.36894358,1.240454854,Throttle Release,Normal
01:45.3,84.36953409,0.218314554,Wide Open Throttle,Wiring Issue
59:57.6,87.94600899,0.062590166,Acceleration,Wiring Issue
24:41.3,110.6402277,3.758512628,Engine OFF,Normal
04:02.3,56.79015755,0,Acceleration,Wiring Issue
32:36.0,96.90825914,3.829166752,Wide Open Throttle,Normal
15:25.2,63.41713422,3.429826772,Throttle Release,Normal
58:14.8,107.0120947,4.370686208,Engine OFF,Power Supply Issue
27:06.4,24.00164563,2.538940062,Idle,Normal
22:10.7,107.5557517,4.00946382,Engine OFF,Normal
57:00.6,19.11502147,0.704951138,Throttle Release,Power Supply Issue
28:56.0,109.8432448,1.943843293,Engine OFF,Normal
22:50.3,90.86335648,3.374478147,Wide Open Throttle,Normal
25:41.4,34.92820036,2.474784137,Acceleration,Normal
57:59.6,92.61592515,0,Wide Open Throttle,Wiring Issue
00:10.4,100.4552345,5,Acceleration,Power Supply Issue
40:15.2,98.6339702,1.093738806,Acceleration,Normal
54:03.6,15.51190564,0,Wide Open Throttle,Wiring Issue
00:27.2,111.1256227,4.253563694,Engine OFF,Sensor Fault
59:22.8,21.27142609,0,Throttle Release,Sensor Fault
51:30.7,113.1371742,3.848356174,Engine OFF,Normal
57:21.6,40.62801061,5,Acceleration,Power Supply Issue
59:59.0,84.05049749,5,Acceleration,Power Supply Issue
22:52.4,81.07085606,2.681940009,Acceleration,Normal
43:45.4,119.0413132,4.475377955,Engine OFF,Power Supply Issue
18:38.6,116.1630797,3.839918025,Engine OFF,Normal
50:11.9,58.08022676,4.473552458,Wide Open Throttle,Normal
00:25.3,12.93028242,0.06329999,Acceleration,Wiring Issue
01:21.2,65.20460698,5,Acceleration,Power Supply Issue
06:10.8,18.38511391,0.194088691,Throttle Release,Sensor Fault
57:59.8,70.3637471,0.054052535,Acceleration,Wiring Issue
48:30.2,82.99794712,3.60759384,Wide Open Throttle,Normal
01:08.6,22.14698677,0.197587754,Acceleration,Wiring Issue
16:21.5,20.0417422,0.474447957,Throttle Release,Normal
02:26.8,85.21088132,1.073549279,Throttle Release,Sensor Fault
00:05.8,55.64199035,0,Acceleration,Wiring Issue
51:32.1,12.77007885,0.36330474,Throttle Release,Normal
41:30.7,18.61037266,2.394930231,Idle,Normal
33:56.9,109.206755,3.714132662,Engine OFF,Power Supply Issue
01:06.2,84.07796901,5,Acceleration,Power Supply Issue
17:33.2,58.2740945,1.587048817,Idle,Normal
57:37.4,82.15108082,0.458128062,Wide Open Throttle,Wiring Issue
00:33.5,22.50402706,0.181541244,Throttle Release,Sensor Fault
03:48.6,117.029548,0.50992257,Engine OFF,Sensor Fault
56:15.0,86.92786127,5,Acceleration,Power Supply Issue
02:50.5,66.71762884,5,Acceleration,Power Supply Issue
03:41.5,23.51258345,0.136559606,Throttle Release,Sensor Fault
01:05.8,96.41378515,0,Acceleration,Wiring Issue
46:18.5,8.397583596,0.968073069,Throttle Release,Normal
17:28.1,46.74381425,3.062923596,Acceleration,Normal
14:09.8,81.4540791,1.973802698,Wide Open Throttle,Normal
39:36.7,95.45572906,1.9097744,Acceleration,Normal
21:58.3,4.98285389,1.29033758,Throttle Release,Power Supply Issue
43:45.6,50.5812014,1.837890953,Idle,Normal
30:40.6,118.6323871,3.941666948,Engine OFF,Sensor Fault
53:12.8,30.05049781,1.744680889,Idle,Normal
01:35.6,53.82516414,1.451249699,Throttle Release,Sensor Fault
58:43.1,21.67336718,0,Throttle Release,Sensor Fault
45:05.7,4.96385746,0.330666496,Throttle Release,Normal
25:23.1,63.70255488,2.007662148,Acceleration,Normal
39:16.1,57.65859695,2.073581455,Idle,Normal
03:46.1,24.30526552,5,Throttle Release,Sensor Fault
48:12.6,115.7150035,4.418234133,Engine OFF,Normal
04:15.7,16.71777943,1.453058735,Throttle Release,Sensor Fault
01:16.2,62.28228959,5,Acceleration,Power Supply Issue
30:52.2,45.11940791,1.502441145,Idle,Normal
53:37.2,44.93522168,1.093292463,Idle,Normal
24:30.0,108.0193089,4.312988853,Wide Open Throttle,Normal
00:02.7,90.53801505,0,Wide Open Throttle,Wiring Issue
22:53.0,44.60969778,3.359228748,Acceleration,Normal
01:05.3,69.89969877,5,Wide Open Throttle,Power Supply Issue
29:04.6,85.45680283,3.756783703,Wide Open Throttle,Normal
16:51.4,105.2222603,4.056373374,Idle,Normal
01:32.8,54.50561125,1.317593386,Idle,Normal
23:57.1,81.34563051,3.214969077,Wide Open Throttle,Normal
02:59.0,76.99204333,0.272838149,Acceleration,Wiring Issue
00:40.0,72.38596301,5,Acceleration,Power Supply Issue
21:22.2,30.67597214,1.012838239,Acceleration,Normal
46:52.5,117.8118173,3.401937347,Wide Open Throttle,Normal
50:06.8,82.62520256,4.193243953,Wide Open Throttle,Wiring Issue
04:51.7,83.43782198,5,Idle,Power Supply Issue
01:18.8,18.4701007,4.918807635,Throttle Release,Sensor Fault
36:43.2,100.0361479,3.971487529,Engine OFF,Power Supply Issue
17:06.5,24.97327396,3.329826615,Acceleration,Normal
30:24.2,6.831125899,1.084564364,Throttle Release,Normal
18:45.4,67.1691179,4.257240326,Engine OFF,Normal
50:09.5,105.6804289,4.023431288,Engine OFF,Power Supply Issue
01:13.1,58.17055564,5,Throttle Release,Power Supply Issue
04:42.0,74.01987103,4.923848779,Engine OFF,Power Supply Issue
43:47.3,108.6508262,2.68651396,Engine OFF,Sensor Fault
24:57.8,72.95564161,5,Idle,Power Supply Issue
02:55.2,58.61105368,5,Acceleration,Power Supply Issue
17:08.3,41.51199449,2.445056783,Acceleration,Normal
23:54.2,92.70685107,2.902084409,Engine OFF,Normal
21:27.4,10.2982824,0.900001396,Throttle Release,Sensor Fault
14:21.7,91.7694079,4.421207406,Wide Open Throttle,Normal
02:18.3,84.24818697,0.211874588,Wide Open Throttle,Wiring Issue
02:16.7,90.46032979,0,Engine OFF,Wiring Issue
23:11.4,74.2256346,4.780009146,Acceleration,Normal
13:31.2,74.5037723,4.126629109,Wide Open Throttle,Power Supply Issue
50:45.5,13.58814452,0.309218537,Throttle Release,Wiring Issue
45:54.5,20.64286343,1.132660938,Idle,Normal
22:43.4,85.66559159,3.447119197,Wide Open Throttle,Wiring Issue
04:41.5,49.09043478,5,Acceleration,Power Supply Issue
15:10.3,62.93025476,4.224927283,Wide Open Throttle,Normal
49:52.1,14.8640385,2.865524101,Throttle Release,Normal
13:11.3,19.72052474,1.734405124,Idle,Normal
28:07.1,109.2839928,3.891010106,Engine OFF,Power Supply Issue
22:47.9,36.23500979,0.811082591,Idle,Normal
27:33.8,80.472277,3.09710628,Acceleration,Normal
04:10.1,15.53801198,0.3250014,Throttle Release,Wiring Issue
12:23.1,109.0671992,4.027461072,Idle,Normal
00:47.1,83.8404516,0,Acceleration,Wiring Issue
14:16.3,90.80217015,3.317394694,Wide Open Throttle,Normal
47:51.5,92.76950905,4.227954118,Wide Open Throttle,Normal
22:02.0,80.79198132,4.802569576,Wide Open Throttle,Normal
36:28.1,16.63245744,0.594538536,Throttle Release,Normal
12:23.1,111.6401898,4.639603603,Engine OFF,Normal
23:55.7,56.8045883,1.46474287,Idle,Normal
06:11.1,29.05203804,2.071819979,Throttle Release,Sensor Fault
40:08.7,77.77176682,2.370750075,Wide Open Throttle,Normal
20:31.8,32.69048165,3.760678511,Acceleration,Normal
48:33.8,22.78607315,1.593608741,Idle,Normal
05:13.5,15.83592778,4.891425084,Throttle Release,Sensor Fault
04:48.9,62.74744088,0.267216108,Acceleration,Wiring Issue
33:02.9,15.75112947,1.045200887,Throttle Release,Normal
02:14.3,69.05740254,5,Acceleration,Power Supply Issue
14:11.6,111.3260098,4.193542899,Engine OFF,Power Supply Issue
04:10.8,22.81219407,3.815594974,Idle,Sensor Fault
32:35.8,67.30311936,1.754708958,Acceleration,Normal
35:54.5,104.1659518,5,Engine OFF,Power Supply Issue
46:25.8,8.200153122,1.072093553,Throttle Release,Normal
02:57.1,85.73537434,0.3274314,Wide Open Throttle,Wiring Issue
03:14.7,54.08647716,0.307248558,Engine OFF,Wiring Issue
29:54.8,106.610708,2.841833822,Idle,Normal
26:54.6,77.33133157,2.241033382,Acceleration,Normal
04:29.1,97.93685743,4.436304106,Throttle Release,Sensor Fault
12:23.1,68.19671726,2.170854991,Idle,Normal
21:20.8,102.2662976,1.640151547,Idle,Normal
03:09.8,53.03518644,5,Idle,Power Supply Issue
12:23.1,81.79612762,2.82700242,Wide Open Throttle,Normal
58:16.8,102.9785561,5,Engine OFF,Power Supply Issue
45:45.1,21.7352461,4.182395256,Idle,Normal
30:36.1,58.53890168,3.562401344,Acceleration,Normal
00:49.9,75.0476434,5,Engine OFF,Power Supply Issue
01:14.3,25.59263391,0.066521121,Throttle Release,Sensor Fault
55:44.3,50.93289035,1.49572428,Idle,Normal
32:39.6,57.92005962,3.52516778,Throttle Release,Normal
57:17.6,70.25493655,0,Throttle Release,Wiring Issue
27:27.1,109.0788472,1.760336709,Engine OFF,Normal
56:30.4,62.27048588,5,Acceleration,Power Supply Issue
20:12.1,75.24142763,2.113304446,Engine OFF,Normal
39:07.3,62.70809484,2.31464608,Throttle Release,Normal
51:24.6,13.80777441,1.989738181,Wide Open Throttle,Normal
22:58.3,12.89076864,1.330468301,Idle,Normal
59:03.4,70.84681317,0,Acceleration,Wiring Issue
22:06.1,39.96605094,3.190259232,Acceleration,Normal
34:10.6,24.79189249,0.275693109,Throttle Release,Normal
00:34.0,58.41680279,0.204685827,Acceleration,Wiring Issue
30:05.7,116.0544104,4.068345248,Engine OFF,Normal
18:44.6,106.2253895,4.446939387,Engine OFF,Normal
43:10.8,21.34193492,1.174955157,Throttle Release,Normal
14:44.8,109.4855552,4.333234778,Engine OFF,Power Supply Issue
28:01.4,31.32432126,3.803125066,Idle,Sensor Fault
22:59.4,35.87039015,1.411229213,Idle,Wiring Issue
51:36.5,66.10392843,1.379778969,Idle,Normal
29:27.5,52.01382225,2.125474626,Acceleration,Normal
43:40.5,111.2672767,3.908372516,Engine OFF,Power Supply Issue
15:05.1,12.76022663,3.595596475,Throttle Release,Normal
48:46.6,117.9790301,4.117273275,Engine OFF,Normal
02:27.8,85.26707294,0.137433776,Acceleration,Wiring Issue
20:16.5,92.65860001,1.282414597,Wide Open Throttle,Normal
18:24.2,12.48700049,3.094929176,Throttle Release,Wiring Issue
00:47.2,16.78430566,0.566826173,Throttle Release,Sensor Fault
34:35.2,17.685808,0.331669643,Throttle Release,Wiring Issue
26:17.0,71.52106172,3.578026222,Wide Open Throttle,Normal
22:27.7,112.4098987,4.049812244,Engine OFF,Sensor Fault
30:32.4,8.312639968,1.419962853,Throttle Release,Normal
19:42.6,13.02208369,0.829597954,Idle,Normal
58:27.5,22.00104773,0,Idle,Wiring Issue
47:04.5,11.61574272,1.153420025,Throttle Release,Power Supply Issue
22:46.0,77.32579325,2.577648099,Wide Open Throttle,Normal
35:25.6,10.55039,0.554336944,Throttle Release,Normal
57:57.2,12.52498925,0.652236068,Throttle Release,Sensor Fault
02:18.3,15.82837104,0.659401874,Throttle Release,Sensor Fault
31:56.4,51.97191645,0,Acceleration,Wiring Issue
52:56.6,16.64419906,0,Throttle Release,Wiring Issue
16:30.3,114.1457371,3.773302623,Engine OFF,Normal
55:43.4,17.71294933,5,Acceleration,Power Supply Issue
02:53.7,100.5169171,5,Engine OFF,Power Supply Issue
28:04.0,119.0413132,4.29698709,Engine OFF,Normal
24:42.1,119.0413132,4.608391487,Engine OFF,Normal
48:09.4,119.0413132,3.771065241,Engine OFF,Normal
28:15.4,102.0022744,4.305260601,Wide Open Throttle,Normal
34:36.8,17.84170943,0.998910131,Throttle Release,Sensor Fault
22:11.1,74.76450033,2.116166045,Acceleration,Normal
16:01.2,11.87131139,2.02037117,Idle,Normal
24:05.8,51.91477485,3.839026321,Engine OFF,Normal
28:24.2,36.27448516,1.55033176,Idle,Normal
59:33.1,22.21904834,0,Wide Open Throttle,Wiring Issue
35:49.7,84.92381815,3.781670616,Engine OFF,Normal
45:41.7,108.7206113,1.334793676,Engine OFF,Normal
02:11.2,23.05128634,0.1323092,Wide Open Throttle,Wiring Issue
01:27.7,106.9012839,4.145965272,Engine OFF,Sensor Fault
02:11.9,22.63518862,0,Throttle Release,Wiring Issue
00:07.9,20.56205578,0.443007028,Throttle Release,Sensor Fault
02:54.2,21.79024442,2.826968628,Throttle Release,Sensor Fault
33:48.0,98.8803002,4.695536687,Wide Open Throttle,Normal
17:20.8,111.2193627,3.048550538,Wide Open Throttle,Normal
04:51.9,57.79392838,0.167254368,Acceleration,Wiring Issue
59:59.0,4.96385746,0.605333677,Throttle Release,Power Supply Issue
59:12.4,66.98631816,0,Throttle Release,Wiring Issue
02:48.9,9.924622098,4.762354807,Throttle Release,Sensor Fault
25:43.9,114.345667,4.045201932,Engine OFF,Normal
21:41.2,94.03399225,3.268287663,Wide Open Throttle,Wiring Issue
27:45.7,55.38309867,4.410977544,Idle,Normal
31:46.5,77.10480543,4.215786714,Engine OFF,Normal
14:33.2,110.4407776,4.576655606,Wide Open Throttle,Normal
25:16.3,119.0413132,4.023470343,Engine OFF,Sensor Fault
18:21.5,40.52512291,1.902558564,Idle,Normal
55:21.8,30.97688557,2.601141661,Engine OFF,Normal
56:08.9,19.72157021,1.014169789,Throttle Release,Normal
31:08.3,23.22584238,3.304510182,Throttle Release,Normal
38:06.9,110.3666467,0,Acceleration,Wiring Issue
23:18.6,106.4457009,2.196841414,Wide Open Throttle,Normal
01:03.0,80.40825666,2.627532936,Wide Open Throttle,Power Supply Issue
04:41.3,61.8572243,5,Acceleration,Power Supply Issue
15:49.8,55.86326762,3.527881465,Acceleration,Normal
22:08.9,119.0413132,4.443304121,Engine OFF,Power Supply Issue
58:14.3,72.98034627,0,Acceleration,Wiring Issue
23:35.2,24.85263487,3.679688004,Wide Open Throttle,Normal
59:02.8,65.21753703,5,Acceleration,Power Supply Issue
04:28.3,51.98702126,5,Wide Open Throttle,Power Supply Issue
02:09.2,74.50940104,0.228036488,Acceleration,Wiring Issue
26:20.7,33.25373836,2.402875204,Engine OFF,Normal
53:11.7,51.14172192,1.29479965,Idle,Normal
00:46.5,98.10949618,0.4892924,Wide Open Throttle,Wiring Issue
25:30.9,29.15160166,1.688637775,Acceleration,Normal
03:29.5,51.94021338,5,Wide Open Throttle,Power Supply Issue
00:00.2,50.6889422,0,Idle,Wiring Issue
00:43.0,10.89899303,4.268830761,Throttle Release,Wiring Issue
